,C23. Which of the following do you have access  to?:Mobile phone,C23. Which of the following do you have access  to?:Internet,C23. Which of the following do you have access  to?:Laptop or desktop or tablet,C24.2. Do you own a SIM card that you can use at any time?,C24.2a. Is the SIM card you own registered biometrically to your own National ID,C24.1. Do you personally own a mobile phone?,C25. Is your phone a smart phone or a simple mobile phone?:Smart phone,C25. Is your phone a smart phone or a simple mobile phone?:Simple phone,C25X1. Which of these things do you do when using  USSD  menus?:Get information,C25X1. Which of these things do you do when using  USSD  menus?:Send or receive,C25X1. Which of these things do you do when using  USSD  menus?:Pay for things,C25X2. Which of these things are you using  apps on your phone to do ?:Get information,C25X2. Which of these things are you using  apps on your phone to do ?:Food deliveries,C25X2. Which of these things are you using  apps on your phone to do ?:Send or receive,C25X2. Which of these things are you using  apps on your phone to do ?:Pay for things,Mobile money,Banked,Financial Access Strand,Overlaps in Financial Access
7555,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7556,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7557,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7558,No,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7559,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7560,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7561,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7562,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7563,No,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7564,Yes,Yes,Yes,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7565,Yes,No,No,Yes,No,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7566,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7567,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7568,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7569,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7570,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7571,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7572,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7573,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7574,Yes,Yes,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7575,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7576,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7577,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7578,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7579,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7580,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7581,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7582,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7583,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7584,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7585,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7586,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7587,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,MM,Banked,Banked,all
7588,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7589,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7590,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7591,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7592,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7593,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7594,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Not MM,Banked,Banked,all
7595,Yes,No,No,No, ,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7596,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7597,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7598,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7599,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7600,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7601,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7602,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7603,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7604,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7605,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7606,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7607,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7608,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7609,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7610,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7611,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7612,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7613,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7614,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7615,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7616,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7617,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7618,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7619,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7620,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7621,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7622,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7623,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7624,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7625,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7626,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7627,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7628,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7629,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7630,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7631,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7632,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7633,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7634,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7635,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7636,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7637,Yes,No,No,No, ,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7638,No,No,No,Yes,No,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7639,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7640,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7641,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7642,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7643,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7644,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7645,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7646,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7647,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7648,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7649,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7650,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7651,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7652,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7653,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7654,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7655,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7656,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7657,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7658,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7659,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7660,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7661,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7662,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7663,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7664,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7665,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7666,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7667,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7668,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7669,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7670,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7671,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7672,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7673,No,No,No,No, ,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7674,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7675,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7676,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7677,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7678,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7679,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7680,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7681,Yes,No,No,No, ,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7682,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7683,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7684,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7685,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7686,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7687,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7688,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7689,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7690,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7691,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7692,Yes,No,No,Yes,No,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7693,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7694,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7695,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7696,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7697,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7698,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7699,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7700,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7701,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7702,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7703,No,No,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,all
7704,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7705,Yes,No,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,all
7706,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7707,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7708,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7709,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7710,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7711,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7712,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7713,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7714,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7715,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,bank AND formal
7716,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7717,No,No,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,all
7718,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7719,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7720,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7721,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7722,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7723,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7724,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7725,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7726,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7727,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7728,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7729,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7730,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7731,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7732,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7733,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
7734,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7735,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7736,No,No,No,No, ,2, , , , , , , , , ,Not MM,Banked,Banked,all
7737,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7738,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7739,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7740,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Not MM,Not Banked,Informal only,informal only
7741,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7742,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7743,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
7744,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7745,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7746,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7747,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7748,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7749,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7750,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7751,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7752,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7753,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7754,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7755,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7756,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7757,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7758,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7759,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7760,Yes,No,No,Yes,No,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7761,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7762,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7763,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7764,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7765,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No, , , , ,Not MM,Banked,Banked,bank AND informal
7766,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7767,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Banked,Banked,bank AND informal
7768,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7769,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7770,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7771,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7772,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7773,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7774,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7775,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7776,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7777,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7778,Yes,No,No,Yes,No,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7779,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Banked,Banked,all
7780,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7781,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7782,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7783,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7784,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7785,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7786,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7787,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7788,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7789,No,No,No,No, ,Yes,No,Yes, , , , , , , ,Not MM,Not Banked,Excluded,excluded
7790,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7791,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7792,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7793,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7794,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7795,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7796,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7797,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7798,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7799,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7800,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7801,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7802,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7803,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7804,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7805,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7806,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
